item_id,benchmark,condition,selected_candidate_indices
herbench:AC_8562,herbench,mdp3_8,"[16, 23, 24, 35, 47, 49, 60, 61]"
herbench:AC_8562,herbench,plain_dpp_8,"[16, 23, 24, 47, 49, 56, 60, 61]"
herbench:AC_8569,herbench,mdp3_8,"[6, 16, 23, 31, 47, 49, 60, 61]"
herbench:AC_8569,herbench,plain_dpp_8,"[6, 16, 23, 45, 47, 49, 60, 61]"
herbench:AC_8581,herbench,mdp3_8,"[0, 2, 3, 11, 44, 53, 56, 62]"
herbench:AC_8581,herbench,plain_dpp_8,"[2, 3, 23, 34, 44, 48, 53, 56]"
herbench:AC_8584,herbench,mdp3_8,"[5, 10, 21, 30, 32, 43, 45, 52]"
herbench:AC_8584,herbench,plain_dpp_8,"[5, 10, 21, 32, 43, 45, 52, 55]"
herbench:AC_8596,herbench,mdp3_8,"[0, 3, 18, 24, 25, 47, 61, 63]"
herbench:AC_8596,herbench,plain_dpp_8,"[2, 3, 18, 24, 25, 31, 47, 63]"
herbench:AC_8623,herbench,mdp3_8,"[11, 18, 38, 47, 56, 57, 59, 60]"
herbench:AC_8623,herbench,plain_dpp_8,"[9, 10, 19, 32, 38, 56, 57, 60]"
herbench:AC_8630,herbench,mdp3_8,"[3, 7, 13, 18, 41, 54, 62, 63]"
herbench:AC_8630,herbench,plain_dpp_8,"[3, 7, 10, 13, 18, 41, 55, 62]"
herbench:AC_8634,herbench,mdp3_8,"[3, 5, 10, 15, 42, 44, 53, 58]"
herbench:AC_8634,herbench,plain_dpp_8,"[3, 5, 10, 15, 30, 42, 53, 58]"
herbench:AC_8639,herbench,mdp3_8,"[3, 7, 13, 17, 18, 54, 62, 63]"
herbench:AC_8639,herbench,plain_dpp_8,"[3, 7, 10, 13, 17, 18, 25, 44]"
herbench:AC_8658,herbench,mdp3_8,"[1, 7, 22, 28, 36, 45, 51, 55]"
herbench:AC_8658,herbench,plain_dpp_8,"[1, 5, 7, 32, 36, 51, 52, 55]"
herbench:AC_8670,herbench,mdp3_8,"[7, 25, 28, 34, 47, 52, 55, 59]"
herbench:AC_8670,herbench,plain_dpp_8,"[7, 12, 32, 34, 49, 52, 55, 59]"
herbench:AC_8677,herbench,mdp3_8,"[6, 17, 21, 25, 32, 38, 45, 55]"
herbench:AC_8677,herbench,plain_dpp_8,"[17, 21, 25, 32, 37, 38, 45, 55]"
herbench:AC_8701,herbench,mdp3_8,"[0, 2, 7, 16, 27, 48, 53, 60]"
herbench:AC_8701,herbench,plain_dpp_8,"[0, 2, 7, 9, 16, 38, 45, 60]"
herbench:AC_8709,herbench,mdp3_8,"[0, 5, 17, 19, 29, 43, 47, 61]"
herbench:AC_8709,herbench,plain_dpp_8,"[1, 8, 17, 19, 29, 31, 43, 52]"
herbench:AC_8729,herbench,mdp3_8,"[7, 10, 17, 18, 21, 33, 36, 54]"
herbench:AC_8729,herbench,plain_dpp_8,"[1, 7, 10, 17, 18, 21, 36, 54]"
herbench:AC_8731,herbench,mdp3_8,"[1, 23, 31, 47, 50, 51, 61, 63]"
herbench:AC_8731,herbench,plain_dpp_8,"[0, 1, 5, 37, 47, 50, 51, 61]"
herbench:AC_8743,herbench,mdp3_8,"[0, 2, 7, 9, 15, 41, 43, 44]"
herbench:AC_8743,herbench,plain_dpp_8,"[2, 7, 9, 15, 22, 44, 48, 58]"
herbench:AC_8753,herbench,mdp3_8,"[0, 1, 17, 26, 43, 45, 47, 61]"
herbench:AC_8753,herbench,plain_dpp_8,"[0, 1, 17, 26, 29, 43, 45, 47]"
herbench:AC_8768,herbench,mdp3_8,"[0, 2, 27, 28, 35, 36, 39, 59]"
herbench:AC_8768,herbench,plain_dpp_8,"[0, 2, 28, 36, 39, 46, 59, 63]"
herbench:AC_8779,herbench,mdp3_8,"[0, 2, 27, 28, 36, 39, 59, 63]"
herbench:AC_8779,herbench,plain_dpp_8,"[0, 2, 28, 36, 39, 46, 59, 63]"
herbench:AC_8791,herbench,mdp3_8,"[0, 1, 19, 27, 35, 40, 60, 63]"
herbench:AC_8791,herbench,plain_dpp_8,"[1, 7, 8, 19, 27, 35, 60, 63]"
herbench:AC_8795,herbench,mdp3_8,"[1, 7, 12, 19, 27, 35, 60, 63]"
herbench:AC_8795,herbench,plain_dpp_8,"[1, 7, 12, 19, 27, 35, 60, 63]"
herbench:AC_8800,herbench,mdp3_8,"[0, 1, 7, 11, 27, 35, 42, 63]"
herbench:AC_8800,herbench,plain_dpp_8,"[1, 4, 7, 27, 35, 36, 42, 63]"
herbench:AC_8803,herbench,mdp3_8,"[0, 1, 17, 28, 33, 42, 60, 61]"
herbench:AC_8803,herbench,plain_dpp_8,"[17, 28, 31, 33, 42, 59, 60, 61]"
herbench:AC_8863,herbench,mdp3_8,"[0, 8, 9, 24, 32, 39, 41, 53]"
herbench:AC_8863,herbench,plain_dpp_8,"[8, 9, 24, 25, 32, 36, 39, 53]"
herbench:AC_8868,herbench,mdp3_8,"[8, 10, 30, 32, 39, 44, 53, 60]"
herbench:AC_8868,herbench,plain_dpp_8,"[8, 24, 25, 32, 39, 44, 53, 60]"
herbench:AC_8882,herbench,mdp3_8,"[2, 12, 13, 14, 22, 28, 37, 57]"
herbench:AC_8882,herbench,plain_dpp_8,"[2, 9, 12, 13, 14, 22, 28, 34]"
herbench:AC_8893,herbench,mdp3_8,"[1, 5, 8, 28, 30, 37, 54, 60]"
herbench:AC_8893,herbench,plain_dpp_8,"[1, 8, 28, 30, 36, 37, 54, 60]"
herbench:AC_8898,herbench,mdp3_8,"[12, 13, 21, 22, 24, 28, 37, 57]"
herbench:AC_8898,herbench,plain_dpp_8,"[13, 14, 21, 22, 24, 28, 37, 57]"
herbench:AC_8916,herbench,mdp3_8,"[1, 7, 8, 29, 30, 36, 37, 60]"
herbench:AC_8916,herbench,plain_dpp_8,"[1, 7, 8, 29, 30, 36, 37, 60]"
herbench:AC_8946,herbench,mdp3_8,"[5, 18, 20, 34, 37, 49, 61, 62]"
herbench:AC_8946,herbench,plain_dpp_8,"[0, 5, 18, 20, 27, 34, 37, 62]"
herbench:AC_8991,herbench,mdp3_8,"[1, 22, 23, 28, 31, 38, 47, 63]"
herbench:AC_8991,herbench,plain_dpp_8,"[15, 22, 31, 34, 38, 47, 62, 63]"
herbench:AC_9028,herbench,mdp3_8,"[2, 5, 16, 23, 48, 57, 62, 63]"
herbench:AC_9028,herbench,plain_dpp_8,"[2, 16, 17, 23, 48, 57, 62, 63]"
herbench:AC_9031,herbench,mdp3_8,"[8, 11, 17, 18, 33, 41, 53, 63]"
herbench:AC_9031,herbench,plain_dpp_8,"[11, 17, 18, 31, 33, 41, 53, 63]"
herbench:AC_993,herbench,mdp3_8,"[10, 15, 21, 24, 33, 34, 37, 52]"
herbench:AC_993,herbench,plain_dpp_8,"[10, 18, 20, 24, 33, 34, 37, 52]"
herbench:AC_996,herbench,mdp3_8,"[8, 15, 18, 24, 29, 41, 47, 55]"
herbench:AC_996,herbench,plain_dpp_8,"[4, 8, 18, 24, 29, 33, 42, 55]"
herbench:ASII_10277,herbench,mdp3_8,"[12, 23, 28, 32, 44, 47, 50, 51]"
herbench:ASII_10277,herbench,plain_dpp_8,"[12, 32, 47, 50, 51, 56, 59, 61]"
herbench:ASII_10481,herbench,mdp3_8,"[2, 11, 25, 28, 31, 33, 55, 60]"
herbench:ASII_10481,herbench,plain_dpp_8,"[2, 11, 25, 28, 31, 33, 55, 60]"
herbench:ASII_10959,herbench,mdp3_8,"[6, 9, 12, 21, 37, 38, 39, 40]"
herbench:ASII_10959,herbench,plain_dpp_8,"[6, 9, 12, 21, 37, 38, 39, 40]"
herbench:ASII_11121,herbench,mdp3_8,"[9, 15, 23, 28, 30, 38, 42, 58]"
herbench:ASII_11121,herbench,plain_dpp_8,"[1, 9, 15, 23, 30, 38, 42, 58]"
herbench:ASII_11213,herbench,mdp3_8,"[0, 7, 23, 26, 30, 55, 57, 58]"
herbench:ASII_11213,herbench,plain_dpp_8,"[0, 7, 23, 27, 47, 55, 57, 58]"
herbench:ASII_11569,herbench,mdp3_8,"[1, 5, 8, 12, 28, 46, 47, 52]"
herbench:ASII_11569,herbench,plain_dpp_8,"[1, 4, 8, 12, 32, 45, 47, 52]"
herbench:ASII_11726,herbench,mdp3_8,"[7, 24, 27, 34, 37, 47, 58, 63]"
herbench:ASII_11726,herbench,plain_dpp_8,"[7, 18, 24, 27, 36, 47, 53, 63]"
herbench:ASII_12178,herbench,mdp3_8,"[1, 15, 20, 25, 31, 39, 42, 54]"
herbench:ASII_12178,herbench,plain_dpp_8,"[1, 15, 25, 31, 38, 39, 43, 54]"
herbench:ASII_12578,herbench,mdp3_8,"[0, 2, 28, 35, 36, 38, 59, 63]"
herbench:ASII_12578,herbench,plain_dpp_8,"[0, 2, 28, 31, 36, 59, 62, 63]"
herbench:ASII_12682,herbench,mdp3_8,"[5, 9, 21, 30, 32, 45, 52, 62]"
herbench:ASII_12682,herbench,plain_dpp_8,"[5, 7, 15, 21, 32, 36, 52, 55]"
herbench:ASII_12941,herbench,mdp3_8,"[1, 4, 7, 12, 30, 42, 61, 63]"
herbench:ASII_12941,herbench,plain_dpp_8,"[1, 2, 4, 7, 13, 19, 30, 63]"
herbench:ASII_13018,herbench,mdp3_8,"[2, 9, 10, 13, 14, 28, 37, 52]"
herbench:ASII_13018,herbench,plain_dpp_8,"[2, 9, 10, 13, 14, 22, 28, 52]"
herbench:ASII_13134,herbench,mdp3_8,"[3, 4, 9, 17, 37, 38, 39, 40]"
herbench:ASII_13134,herbench,plain_dpp_8,"[3, 6, 9, 12, 21, 37, 38, 39]"
herbench:ASII_13295,herbench,mdp3_8,"[0, 23, 26, 27, 47, 55, 57, 60]"
herbench:ASII_13295,herbench,plain_dpp_8,"[0, 7, 23, 26, 43, 55, 57, 60]"
herbench:ASII_13792,herbench,mdp3_8,"[3, 5, 18, 25, 34, 43, 59, 61]"
herbench:ASII_13792,herbench,plain_dpp_8,"[3, 13, 18, 25, 34, 43, 59, 61]"
herbench:ASII_14392,herbench,mdp3_8,"[9, 23, 28, 47, 48, 50, 51, 61]"
herbench:ASII_14392,herbench,plain_dpp_8,"[9, 32, 47, 48, 50, 52, 58, 61]"
herbench:ASII_14494,herbench,mdp3_8,"[9, 23, 28, 47, 48, 50, 51, 61]"
herbench:ASII_14494,herbench,plain_dpp_8,"[9, 32, 41, 47, 50, 52, 58, 61]"
herbench:ASII_14912,herbench,mdp3_8,"[1, 24, 31, 38, 39, 43, 58, 61]"
herbench:ASII_14912,herbench,plain_dpp_8,"[1, 14, 31, 38, 39, 43, 58, 61]"
herbench:ASII_14919,herbench,mdp3_8,"[5, 8, 24, 29, 31, 39, 43, 49]"
herbench:ASII_14919,herbench,plain_dpp_8,"[0, 5, 8, 24, 29, 31, 39, 43]"
herbench:ASII_14963,herbench,mdp3_8,"[1, 4, 17, 26, 30, 39, 53, 61]"
herbench:ASII_14963,herbench,plain_dpp_8,"[1, 4, 17, 21, 26, 30, 39, 53]"
herbench:ASII_15124,herbench,mdp3_8,"[2, 3, 5, 17, 35, 44, 59, 62]"
herbench:ASII_15124,herbench,plain_dpp_8,"[0, 2, 3, 5, 34, 42, 53, 59]"
herbench:ASII_15343,herbench,mdp3_8,"[1, 8, 17, 26, 30, 39, 53, 61]"
herbench:ASII_15343,herbench,plain_dpp_8,"[1, 8, 17, 21, 26, 29, 30, 53]"
herbench:ASII_15659,herbench,mdp3_8,"[3, 24, 27, 37, 47, 50, 58, 63]"
herbench:ASII_15659,herbench,plain_dpp_8,"[5, 15, 24, 25, 27, 50, 53, 63]"
herbench:ASII_15866,herbench,mdp3_8,"[8, 12, 18, 24, 41, 57, 58, 63]"
herbench:ASII_15866,herbench,plain_dpp_8,"[8, 12, 22, 25, 35, 41, 57, 63]"
herbench:ASII_16038,herbench,mdp3_8,"[7, 20, 23, 25, 31, 44, 52, 62]"
herbench:ASII_16038,herbench,plain_dpp_8,"[5, 7, 20, 23, 25, 32, 45, 52]"
herbench:ASII_16228,herbench,mdp3_8,"[12, 13, 20, 22, 35, 42, 58, 62]"
herbench:ASII_16228,herbench,plain_dpp_8,"[12, 13, 20, 22, 35, 42, 58, 59]"
herbench:ASII_16543,herbench,mdp3_8,"[5, 19, 23, 29, 31, 52, 55, 59]"
herbench:ASII_16543,herbench,plain_dpp_8,"[6, 19, 23, 29, 31, 52, 53, 58]"
herbench:ASII_16600,herbench,mdp3_8,"[5, 23, 29, 31, 38, 52, 53, 59]"
herbench:ASII_16600,herbench,plain_dpp_8,"[6, 19, 23, 29, 31, 38, 52, 53]"
herbench:ASII_16769,herbench,mdp3_8,"[0, 1, 17, 18, 29, 38, 43, 63]"
herbench:ASII_16769,herbench,plain_dpp_8,"[1, 17, 18, 29, 30, 38, 43, 63]"
herbench:ASII_16926,herbench,mdp3_8,"[2, 8, 12, 30, 41, 57, 58, 63]"
herbench:ASII_16926,herbench,plain_dpp_8,"[2, 8, 12, 41, 43, 48, 57, 63]"
herbench:ASII_16992,herbench,mdp3_8,"[0, 14, 19, 27, 28, 32, 37, 47]"
herbench:ASII_16992,herbench,plain_dpp_8,"[0, 19, 25, 27, 28, 37, 39, 47]"
herbench:ASII_17066,herbench,mdp3_8,"[1, 13, 22, 24, 31, 35, 40, 58]"
herbench:ASII_17066,herbench,plain_dpp_8,"[1, 13, 22, 24, 31, 37, 40, 51]"
herbench:ASII_17173,herbench,mdp3_8,"[0, 8, 24, 27, 36, 37, 48, 60]"
herbench:ASII_17173,herbench,plain_dpp_8,"[0, 8, 24, 27, 30, 36, 37, 48]"
herbench:ASII_17250,herbench,mdp3_8,"[4, 5, 18, 20, 24, 29, 48, 61]"
herbench:ASII_17250,herbench,plain_dpp_8,"[4, 5, 11, 18, 20, 24, 29, 52]"
herbench:ASII_17279,herbench,mdp3_8,"[3, 13, 24, 25, 32, 36, 39, 60]"
herbench:ASII_17279,herbench,plain_dpp_8,"[3, 13, 24, 25, 32, 36, 39, 55]"
herbench:ASII_17340,herbench,mdp3_8,"[3, 9, 17, 25, 32, 38, 39, 53]"
herbench:ASII_17340,herbench,plain_dpp_8,"[3, 9, 11, 17, 25, 38, 39, 59]"
herbench:ASII_17759,herbench,mdp3_8,"[11, 12, 14, 16, 23, 32, 47, 61]"
herbench:ASII_17759,herbench,plain_dpp_8,"[11, 12, 14, 16, 23, 24, 47, 61]"
herbench:ASII_17810,herbench,mdp3_8,"[5, 10, 17, 27, 31, 47, 58, 63]"
herbench:ASII_17810,herbench,plain_dpp_8,"[5, 10, 24, 25, 27, 47, 58, 63]"
herbench:ASII_17839,herbench,mdp3_8,"[1, 13, 20, 22, 42, 58, 59, 62]"
herbench:ASII_17839,herbench,plain_dpp_8,"[1, 13, 19, 20, 22, 26, 42, 58]"
herbench:ASII_17898,herbench,mdp3_8,"[1, 13, 20, 22, 42, 58, 59, 62]"
herbench:ASII_17898,herbench,plain_dpp_8,"[0, 1, 13, 19, 20, 22, 42, 58]"
herbench:ASII_17957,herbench,mdp3_8,"[11, 12, 14, 24, 45, 47, 60, 61]"
herbench:ASII_17957,herbench,plain_dpp_8,"[11, 12, 14, 24, 45, 47, 60, 61]"
herbench:ASII_18054,herbench,mdp3_8,"[0, 5, 34, 35, 44, 51, 55, 63]"
herbench:ASII_18054,herbench,plain_dpp_8,"[0, 5, 34, 35, 44, 51, 53, 55]"
herbench:ASII_18442,herbench,mdp3_8,"[1, 13, 15, 22, 31, 35, 41, 45]"
herbench:ASII_18442,herbench,plain_dpp_8,"[1, 13, 15, 31, 37, 41, 51, 55]"
herbench:ASII_18568,herbench,mdp3_8,"[0, 2, 8, 18, 28, 48, 54, 63]"
herbench:ASII_18568,herbench,plain_dpp_8,"[0, 2, 8, 18, 28, 42, 47, 54]"
herbench:ASII_18702,herbench,mdp3_8,"[1, 3, 15, 22, 31, 35, 41, 55]"
herbench:ASII_18702,herbench,plain_dpp_8,"[1, 13, 15, 31, 37, 41, 51, 55]"
herbench:ASII_18756,herbench,mdp3_8,"[2, 6, 12, 15, 26, 38, 42, 62]"
herbench:ASII_18756,herbench,plain_dpp_8,"[2, 6, 12, 15, 26, 38, 42, 62]"
herbench:ASII_18959,herbench,mdp3_8,"[5, 17, 25, 27, 29, 45, 52, 63]"
herbench:ASII_18959,herbench,plain_dpp_8,"[5, 17, 25, 27, 29, 45, 52, 63]"
herbench:ASII_18987,herbench,mdp3_8,"[11, 12, 14, 16, 32, 47, 60, 61]"
herbench:ASII_18987,herbench,plain_dpp_8,"[11, 12, 14, 16, 24, 47, 60, 61]"
herbench:ASII_19156,herbench,mdp3_8,"[0, 2, 8, 18, 20, 31, 42, 50]"
herbench:ASII_19156,herbench,plain_dpp_8,"[0, 2, 8, 18, 20, 23, 31, 42]"
herbench:ASII_19219,herbench,mdp3_8,"[0, 2, 13, 16, 24, 42, 55, 63]"
herbench:ASII_19219,herbench,plain_dpp_8,"[2, 13, 16, 20, 24, 37, 48, 63]"
herbench:ASII_19232,herbench,mdp3_8,"[4, 11, 18, 24, 29, 41, 52, 59]"
herbench:ASII_19232,herbench,plain_dpp_8,"[4, 11, 18, 24, 29, 41, 52, 59]"
herbench:ASII_2232,herbench,mdp3_8,"[4, 7, 11, 24, 30, 37, 52, 59]"
herbench:ASII_2232,herbench,plain_dpp_8,"[1, 4, 11, 18, 24, 29, 52, 59]"
herbench:ASII_2787,herbench,mdp3_8,"[1, 8, 12, 17, 26, 39, 55, 61]"
herbench:ASII_2787,herbench,plain_dpp_8,"[1, 8, 15, 17, 26, 27, 39, 59]"
herbench:ASII_2812,herbench,mdp3_8,"[2, 11, 25, 28, 33, 55, 60, 61]"
herbench:ASII_2812,herbench,plain_dpp_8,"[2, 11, 25, 28, 31, 33, 60, 61]"
herbench:ASII_2973,herbench,mdp3_8,"[0, 7, 15, 26, 30, 55, 57, 58]"
herbench:ASII_2973,herbench,plain_dpp_8,"[0, 7, 15, 47, 55, 57, 58, 62]"
herbench:ASII_3296,herbench,mdp3_8,"[12, 17, 23, 31, 33, 34, 45, 63]"
herbench:ASII_3296,herbench,plain_dpp_8,"[12, 17, 18, 31, 33, 34, 41, 45]"
herbench:ASII_5001,herbench,mdp3_8,"[5, 7, 21, 30, 32, 45, 52, 60]"
herbench:ASII_5001,herbench,plain_dpp_8,"[5, 7, 21, 32, 36, 45, 47, 52]"
herbench:ASII_5055,herbench,mdp3_8,"[0, 2, 28, 31, 36, 59, 62, 63]"
herbench:ASII_5055,herbench,plain_dpp_8,"[0, 2, 19, 28, 36, 59, 62, 63]"
herbench:ASII_5317,herbench,mdp3_8,"[1, 17, 30, 31, 38, 46, 58, 62]"
herbench:ASII_5317,herbench,plain_dpp_8,"[10, 17, 21, 31, 38, 46, 48, 62]"
herbench:ASII_5779,herbench,mdp3_8,"[12, 23, 28, 32, 47, 50, 51, 61]"
herbench:ASII_5779,herbench,plain_dpp_8,"[12, 32, 41, 47, 50, 51, 59, 61]"
herbench:ASII_6042,herbench,mdp3_8,"[2, 11, 25, 28, 31, 33, 55, 60]"
herbench:ASII_6042,herbench,plain_dpp_8,"[2, 11, 25, 28, 31, 33, 55, 60]"
herbench:ASII_6663,herbench,mdp3_8,"[4, 9, 15, 28, 30, 38, 42, 58]"
herbench:ASII_6663,herbench,plain_dpp_8,"[9, 10, 12, 15, 38, 42, 52, 58]"
herbench:ASII_7006,herbench,mdp3_8,"[2, 3, 12, 15, 27, 39, 42, 62]"
herbench:ASII_7006,herbench,plain_dpp_8,"[2, 3, 12, 14, 15, 27, 38, 62]"
herbench:ASII_7255,herbench,mdp3_8,"[1, 4, 5, 12, 31, 46, 47, 52]"
herbench:ASII_7255,herbench,plain_dpp_8,"[1, 4, 11, 12, 43, 46, 47, 52]"
herbench:ASII_7332,herbench,mdp3_8,"[3, 11, 20, 31, 34, 41, 59, 63]"
herbench:ASII_7332,herbench,plain_dpp_8,"[3, 10, 17, 18, 31, 34, 42, 59]"
herbench:ASII_7413,herbench,mdp3_8,"[12, 17, 21, 28, 31, 34, 41, 56]"
herbench:ASII_7413,herbench,plain_dpp_8,"[12, 17, 31, 33, 34, 36, 41, 56]"
herbench:ASII_9462,herbench,mdp3_8,"[0, 2, 28, 31, 36, 38, 59, 63]"
herbench:ASII_9462,herbench,plain_dpp_8,"[0, 2, 28, 36, 39, 59, 62, 63]"
herbench:ASII_9646,herbench,mdp3_8,"[11, 17, 22, 28, 31, 39, 45, 48]"
herbench:ASII_9646,herbench,plain_dpp_8,"[10, 11, 17, 31, 39, 47, 48, 62]"
herbench:ASII_9781,herbench,mdp3_8,"[11, 17, 30, 31, 37, 39, 58, 62]"
herbench:ASII_9781,herbench,plain_dpp_8,"[11, 17, 28, 31, 39, 46, 48, 62]"
herbench:ASII_9986,herbench,mdp3_8,"[9, 10, 15, 25, 35, 38, 57, 60]"
herbench:ASII_9986,herbench,plain_dpp_8,"[9, 10, 15, 35, 36, 38, 57, 60]"
herbench:FAM_161578,herbench,mdp3_8,"[5, 11, 16, 25, 31, 33, 54, 60]"
herbench:FAM_161578,herbench,plain_dpp_8,"[2, 5, 11, 16, 23, 31, 33, 60]"
herbench:FAM_170582,herbench,mdp3_8,"[2, 6, 13, 14, 21, 28, 37, 57]"
herbench:FAM_170582,herbench,plain_dpp_8,"[2, 5, 6, 13, 14, 21, 28, 42]"
herbench:FAM_180585,herbench,mdp3_8,"[9, 12, 19, 24, 31, 33, 38, 39]"
herbench:FAM_180585,herbench,plain_dpp_8,"[6, 9, 12, 19, 31, 37, 38, 39]"
herbench:FAM_1819,herbench,mdp3_8,"[1, 3, 14, 20, 31, 32, 45, 58]"
herbench:FAM_1819,herbench,plain_dpp_8,"[1, 14, 20, 31, 40, 42, 45, 58]"
herbench:FAM_190593,herbench,mdp3_8,"[12, 19, 24, 25, 28, 37, 47, 53]"
herbench:FAM_190593,herbench,plain_dpp_8,"[5, 12, 19, 24, 25, 36, 47, 53]"
