item_id,benchmark,condition,selected_candidate_indices
nextgqa:11169386614:5,nextgqa,plain_dpp_8,"[0, 5, 8, 19, 21, 24, 30, 45]"
nextgqa:11278971046:4,nextgqa,mdp3_8,"[3, 14, 29, 37, 51, 53, 55, 57]"
nextgqa:11278971046:4,nextgqa,plain_dpp_8,"[14, 25, 37, 41, 53, 54, 57, 63]"
nextgqa:11400037054:7,nextgqa,mdp3_8,"[0, 1, 4, 8, 38, 57, 62, 63]"
nextgqa:11400037054:7,nextgqa,plain_dpp_8,"[0, 1, 4, 8, 51, 57, 62, 63]"
nextgqa:11506594895:2,nextgqa,mdp3_8,"[3, 5, 15, 17, 19, 31, 48, 56]"
nextgqa:11506594895:2,nextgqa,plain_dpp_8,"[3, 5, 15, 17, 19, 31, 36, 56]"
nextgqa:11589691386:4,nextgqa,mdp3_8,"[1, 11, 14, 16, 35, 36, 37, 54]"
nextgqa:11589691386:4,nextgqa,plain_dpp_8,"[1, 14, 16, 35, 36, 37, 40, 54]"
nextgqa:11794871936:3,nextgqa,mdp3_8,"[0, 26, 29, 32, 38, 47, 52, 61]"
nextgqa:11794871936:3,nextgqa,plain_dpp_8,"[0, 26, 32, 35, 37, 47, 52, 60]"
nextgqa:11794871936:6,nextgqa,mdp3_8,"[0, 18, 29, 32, 38, 47, 52, 60]"
nextgqa:11794871936:6,nextgqa,plain_dpp_8,"[0, 13, 18, 32, 39, 47, 52, 60]"
nextgqa:11794880314:0,nextgqa,mdp3_8,"[1, 26, 31, 39, 42, 52, 53, 56]"
nextgqa:11794880314:0,nextgqa,plain_dpp_8,"[1, 32, 39, 44, 50, 52, 53, 56]"
nextgqa:11794880314:4,nextgqa,mdp3_8,"[1, 4, 31, 32, 35, 52, 56, 59]"
nextgqa:11794880314:4,nextgqa,plain_dpp_8,"[31, 32, 35, 41, 47, 52, 56, 59]"
nextgqa:12068876905:3,nextgqa,mdp3_8,"[1, 7, 17, 24, 28, 36, 52, 62]"
nextgqa:12068876905:3,nextgqa,plain_dpp_8,"[1, 4, 7, 21, 24, 28, 36, 62]"
nextgqa:12078592673:5,nextgqa,mdp3_8,"[0, 3, 5, 23, 32, 35, 59, 60]"
nextgqa:12078592673:5,nextgqa,plain_dpp_8,"[0, 3, 5, 7, 9, 32, 59, 60]"
nextgqa:12257884095:3,nextgqa,mdp3_8,"[0, 2, 6, 13, 16, 29, 42, 59]"
nextgqa:12257884095:3,nextgqa,plain_dpp_8,"[0, 1, 2, 7, 16, 38, 40, 55]"
nextgqa:12299711406:4,nextgqa,mdp3_8,"[0, 1, 11, 21, 25, 43, 47, 49]"
nextgqa:12299711406:4,nextgqa,plain_dpp_8,"[0, 1, 5, 21, 25, 43, 47, 49]"
nextgqa:12299711406:7,nextgqa,mdp3_8,"[0, 1, 5, 13, 25, 40, 43, 49]"
nextgqa:12299711406:7,nextgqa,plain_dpp_8,"[0, 1, 11, 13, 25, 43, 49, 53]"
nextgqa:12397126264:2,nextgqa,mdp3_8,"[18, 28, 29, 31, 36, 38, 45, 59]"
nextgqa:12397126264:2,nextgqa,plain_dpp_8,"[9, 29, 30, 31, 36, 38, 45, 59]"
nextgqa:12427023395:0,nextgqa,mdp3_8,"[0, 3, 11, 17, 42, 53, 58, 63]"
nextgqa:12427023395:0,nextgqa,plain_dpp_8,"[0, 3, 11, 17, 41, 42, 55, 58]"
nextgqa:12427023395:2,nextgqa,mdp3_8,"[0, 11, 17, 19, 41, 53, 62, 63]"
nextgqa:12427023395:2,nextgqa,plain_dpp_8,"[0, 11, 17, 41, 56, 58, 62, 63]"
nextgqa:12427023395:4,nextgqa,mdp3_8,"[0, 3, 11, 17, 41, 52, 58, 63]"
nextgqa:12427023395:4,nextgqa,plain_dpp_8,"[0, 3, 11, 17, 41, 52, 58, 63]"
nextgqa:12427023395:5,nextgqa,mdp3_8,"[0, 11, 17, 27, 41, 52, 58, 63]"
nextgqa:12427023395:5,nextgqa,plain_dpp_8,"[0, 3, 14, 17, 27, 41, 46, 52]"
nextgqa:12753577835:1,nextgqa,mdp3_8,"[3, 18, 19, 21, 24, 36, 56, 60]"
nextgqa:12753577835:1,nextgqa,plain_dpp_8,"[18, 19, 21, 24, 25, 32, 36, 56]"
nextgqa:12753577835:4,nextgqa,mdp3_8,"[7, 18, 19, 22, 24, 38, 56, 60]"
nextgqa:12753577835:4,nextgqa,plain_dpp_8,"[0, 14, 18, 19, 21, 24, 25, 56]"
nextgqa:13166998645:2,nextgqa,mdp3_8,"[0, 2, 13, 14, 32, 36, 48, 63]"
nextgqa:13166998645:2,nextgqa,plain_dpp_8,"[0, 2, 13, 14, 27, 32, 58, 63]"
nextgqa:13199465314:3,nextgqa,mdp3_8,"[3, 21, 27, 28, 41, 44, 53, 56]"
nextgqa:13199465314:3,nextgqa,plain_dpp_8,"[3, 21, 27, 28, 44, 51, 53, 56]"
nextgqa:13259212584:4,nextgqa,mdp3_8,"[0, 41, 47, 48, 50, 53, 54, 58]"
nextgqa:13259212584:4,nextgqa,plain_dpp_8,"[0, 41, 48, 49, 50, 53, 54, 58]"
nextgqa:13482206704:2,nextgqa,mdp3_8,"[2, 9, 30, 42, 50, 51, 52, 59]"
nextgqa:13482206704:2,nextgqa,plain_dpp_8,"[0, 2, 9, 30, 42, 49, 51, 59]"
nextgqa:13496244575:3,nextgqa,mdp3_8,"[0, 10, 21, 34, 42, 43, 46, 47]"
nextgqa:13496244575:3,nextgqa,plain_dpp_8,"[0, 5, 14, 34, 42, 43, 46, 47]"
nextgqa:13516621384:3,nextgqa,mdp3_8,"[27, 44, 48, 54, 55, 59, 60, 62]"
nextgqa:13516621384:3,nextgqa,plain_dpp_8,"[27, 44, 48, 54, 56, 59, 60, 62]"
nextgqa:13887487955:5,nextgqa,mdp3_8,"[0, 11, 23, 27, 31, 37, 47, 59]"
nextgqa:13887487955:5,nextgqa,plain_dpp_8,"[0, 11, 23, 27, 31, 37, 44, 47]"
nextgqa:2399811629:5,nextgqa,mdp3_8,"[12, 16, 19, 20, 27, 32, 51, 59]"
nextgqa:2399811629:5,nextgqa,plain_dpp_8,"[12, 16, 19, 20, 27, 32, 51, 59]"
nextgqa:2404303400:5,nextgqa,mdp3_8,"[8, 10, 19, 32, 47, 48, 53, 62]"
nextgqa:2404303400:5,nextgqa,plain_dpp_8,"[10, 19, 32, 47, 48, 50, 53, 62]"
nextgqa:2405004230:10,nextgqa,mdp3_8,"[9, 10, 25, 48, 53, 57, 62, 63]"
nextgqa:2405004230:10,nextgqa,plain_dpp_8,"[9, 10, 25, 48, 53, 57, 62, 63]"
nextgqa:2405004230:3,nextgqa,mdp3_8,"[2, 9, 10, 11, 48, 55, 57, 58]"
nextgqa:2405004230:3,nextgqa,plain_dpp_8,"[9, 10, 11, 12, 48, 54, 57, 58]"
nextgqa:2406887888:1,nextgqa,mdp3_8,"[5, 12, 19, 41, 44, 50, 57, 63]"
nextgqa:2406887888:1,nextgqa,plain_dpp_8,"[5, 13, 41, 42, 44, 50, 57, 63]"
nextgqa:2407193002:7,nextgqa,mdp3_8,"[2, 9, 12, 17, 20, 33, 55, 63]"
nextgqa:2407193002:7,nextgqa,plain_dpp_8,"[2, 9, 12, 17, 19, 20, 51, 55]"
nextgqa:2414043078:6,nextgqa,mdp3_8,"[4, 15, 25, 34, 43, 52, 53, 54]"
nextgqa:2414043078:6,nextgqa,plain_dpp_8,"[15, 21, 25, 43, 52, 53, 54, 56]"
nextgqa:2416632400:1,nextgqa,mdp3_8,"[0, 16, 25, 29, 44, 56, 59, 61]"
nextgqa:2416632400:1,nextgqa,plain_dpp_8,"[0, 16, 25, 29, 44, 56, 59, 63]"
nextgqa:2416632400:2,nextgqa,mdp3_8,"[0, 24, 29, 44, 56, 57, 59, 63]"
nextgqa:2416632400:2,nextgqa,plain_dpp_8,"[0, 24, 36, 50, 54, 56, 59, 63]"
nextgqa:2419603277:4,nextgqa,mdp3_8,"[2, 8, 10, 21, 46, 49, 55, 56]"
nextgqa:2419603277:4,nextgqa,plain_dpp_8,"[2, 10, 20, 46, 49, 51, 55, 56]"
nextgqa:2449442559:6,nextgqa,mdp3_8,"[0, 12, 23, 34, 42, 49, 59, 61]"
nextgqa:2449442559:6,nextgqa,plain_dpp_8,"[23, 35, 42, 49, 51, 59, 60, 62]"
nextgqa:2481132749:7,nextgqa,mdp3_8,"[3, 16, 18, 24, 45, 50, 57, 62]"
nextgqa:2481132749:7,nextgqa,plain_dpp_8,"[3, 16, 18, 24, 47, 52, 57, 62]"
nextgqa:2482233944:5,nextgqa,mdp3_8,"[12, 14, 15, 18, 35, 36, 38, 46]"
nextgqa:2482233944:5,nextgqa,plain_dpp_8,"[11, 15, 18, 35, 36, 37, 38, 46]"
nextgqa:2493035685:6,nextgqa,mdp3_8,"[0, 2, 18, 29, 42, 44, 57, 58]"
nextgqa:2493035685:6,nextgqa,plain_dpp_8,"[0, 2, 10, 18, 29, 44, 57, 58]"
nextgqa:2517097455:11,nextgqa,mdp3_8,"[1, 10, 17, 21, 38, 39, 45, 63]"
nextgqa:2517097455:11,nextgqa,plain_dpp_8,"[10, 17, 25, 35, 38, 45, 50, 63]"
nextgqa:2547320060:1,nextgqa,mdp3_8,"[3, 5, 10, 28, 30, 49, 54, 63]"
nextgqa:2547320060:1,nextgqa,plain_dpp_8,"[3, 5, 10, 25, 30, 49, 54, 63]"
nextgqa:2547320060:4,nextgqa,mdp3_8,"[3, 5, 7, 9, 16, 30, 38, 61]"
nextgqa:2547320060:4,nextgqa,plain_dpp_8,"[3, 5, 7, 10, 30, 34, 55, 61]"
nextgqa:2562087639:2,nextgqa,mdp3_8,"[0, 15, 26, 32, 38, 44, 47, 58]"
nextgqa:2562087639:2,nextgqa,plain_dpp_8,"[0, 19, 26, 32, 38, 44, 47, 53]"
nextgqa:2562087639:4,nextgqa,mdp3_8,"[7, 13, 19, 26, 33, 44, 47, 49]"
nextgqa:2562087639:4,nextgqa,plain_dpp_8,"[0, 7, 15, 25, 26, 34, 44, 47]"
nextgqa:2569826147:1,nextgqa,mdp3_8,"[0, 2, 20, 35, 54, 55, 59, 61]"
nextgqa:2569826147:1,nextgqa,plain_dpp_8,"[0, 1, 5, 20, 35, 54, 59, 61]"
nextgqa:2589833495:6,nextgqa,mdp3_8,"[7, 9, 17, 20, 36, 46, 58, 59]"
nextgqa:2589833495:6,nextgqa,plain_dpp_8,"[7, 9, 20, 25, 44, 55, 58, 59]"
nextgqa:2621535368:0,nextgqa,mdp3_8,"[1, 13, 16, 21, 39, 50, 51, 52]"
nextgqa:2621535368:0,nextgqa,plain_dpp_8,"[13, 16, 24, 36, 39, 50, 51, 58]"
nextgqa:2621535368:4,nextgqa,mdp3_8,"[1, 14, 16, 27, 39, 50, 51, 52]"
nextgqa:2621535368:4,nextgqa,plain_dpp_8,"[13, 17, 24, 34, 39, 51, 57, 63]"
nextgqa:2621535368:7,nextgqa,mdp3_8,"[4, 13, 16, 24, 50, 51, 52, 61]"
nextgqa:2621535368:7,nextgqa,plain_dpp_8,"[12, 16, 24, 39, 50, 51, 61, 63]"
nextgqa:2623063774:6,nextgqa,mdp3_8,"[5, 12, 21, 23, 42, 44, 52, 59]"
nextgqa:2623063774:6,nextgqa,plain_dpp_8,"[5, 11, 16, 21, 44, 52, 55, 59]"
nextgqa:2623764605:4,nextgqa,mdp3_8,"[0, 11, 12, 15, 24, 30, 37, 44]"
nextgqa:2623764605:4,nextgqa,plain_dpp_8,"[0, 12, 15, 20, 24, 30, 37, 45]"
nextgqa:2623764605:5,nextgqa,mdp3_8,"[9, 12, 14, 20, 24, 30, 36, 43]"
nextgqa:2623764605:5,nextgqa,plain_dpp_8,"[0, 11, 12, 14, 15, 24, 30, 49]"
nextgqa:2639225467:7,nextgqa,mdp3_8,"[2, 7, 17, 40, 43, 53, 55, 59]"
nextgqa:2639225467:7,nextgqa,plain_dpp_8,"[2, 7, 15, 17, 26, 40, 43, 59]"
nextgqa:2669597217:2,nextgqa,mdp3_8,"[0, 10, 31, 38, 39, 43, 49, 63]"
nextgqa:2669597217:2,nextgqa,plain_dpp_8,"[0, 10, 34, 38, 39, 42, 50, 63]"
nextgqa:2676529856:3,nextgqa,mdp3_8,"[2, 6, 13, 21, 28, 40, 57, 63]"
nextgqa:2676529856:3,nextgqa,plain_dpp_8,"[2, 13, 21, 24, 28, 45, 61, 63]"
nextgqa:2676529856:6,nextgqa,mdp3_8,"[5, 11, 13, 21, 43, 47, 57, 63]"
nextgqa:2676529856:6,nextgqa,plain_dpp_8,"[5, 11, 13, 21, 24, 28, 31, 63]"
nextgqa:2676529856:7,nextgqa,mdp3_8,"[6, 11, 13, 21, 24, 25, 57, 63]"
nextgqa:2676529856:7,nextgqa,plain_dpp_8,"[11, 13, 21, 24, 25, 28, 47, 59]"
nextgqa:2679006680:7,nextgqa,mdp3_8,"[2, 8, 10, 11, 21, 23, 52, 57]"
nextgqa:2679006680:7,nextgqa,plain_dpp_8,"[1, 8, 10, 11, 21, 23, 52, 57]"
nextgqa:2744507539:7,nextgqa,mdp3_8,"[0, 21, 34, 47, 50, 52, 53, 54]"
nextgqa:2744507539:7,nextgqa,plain_dpp_8,"[0, 21, 34, 47, 49, 50, 52, 54]"
nextgqa:2758135371:0,nextgqa,mdp3_8,"[6, 30, 33, 38, 46, 47, 50, 53]"
nextgqa:2758135371:0,nextgqa,plain_dpp_8,"[14, 33, 38, 46, 47, 50, 54, 58]"
nextgqa:2758135371:1,nextgqa,mdp3_8,"[12, 30, 33, 45, 47, 50, 52, 59]"
nextgqa:2758135371:1,nextgqa,plain_dpp_8,"[20, 36, 38, 39, 46, 47, 50, 55]"
nextgqa:2779111829:4,nextgqa,mdp3_8,"[3, 6, 21, 26, 33, 37, 51, 62]"
nextgqa:2779111829:4,nextgqa,plain_dpp_8,"[0, 4, 23, 33, 34, 37, 50, 62]"
nextgqa:2779111829:9,nextgqa,mdp3_8,"[3, 9, 15, 37, 43, 44, 51, 62]"
nextgqa:2779111829:9,nextgqa,plain_dpp_8,"[3, 9, 12, 37, 43, 48, 51, 62]"
nextgqa:2794873229:3,nextgqa,mdp3_8,"[11, 24, 31, 46, 49, 55, 56, 62]"
nextgqa:2794873229:3,nextgqa,plain_dpp_8,"[0, 11, 24, 46, 49, 54, 55, 62]"
nextgqa:2811954360:1,nextgqa,mdp3_8,"[0, 10, 13, 16, 27, 38, 46, 56]"
nextgqa:2811954360:1,nextgqa,plain_dpp_8,"[0, 13, 18, 34, 46, 52, 56, 60]"
nextgqa:2811954360:2,nextgqa,mdp3_8,"[0, 11, 13, 16, 27, 37, 46, 56]"
nextgqa:2811954360:2,nextgqa,plain_dpp_8,"[0, 13, 18, 21, 38, 46, 56, 63]"
nextgqa:2811954360:4,nextgqa,mdp3_8,"[0, 4, 10, 13, 38, 46, 52, 56]"
nextgqa:2811954360:4,nextgqa,plain_dpp_8,"[0, 4, 9, 13, 34, 46, 52, 56]"
nextgqa:2818950014:0,nextgqa,mdp3_8,"[0, 12, 19, 27, 41, 44, 47, 53]"
nextgqa:2818950014:0,nextgqa,plain_dpp_8,"[0, 5, 12, 19, 27, 36, 47, 50]"
nextgqa:2818950014:2,nextgqa,mdp3_8,"[7, 12, 39, 44, 47, 50, 52, 59]"
nextgqa:2818950014:2,nextgqa,plain_dpp_8,"[7, 12, 39, 47, 48, 50, 52, 59]"
nextgqa:2822110402:5,nextgqa,mdp3_8,"[4, 8, 13, 25, 38, 60, 62, 63]"
nextgqa:2822110402:5,nextgqa,plain_dpp_8,"[4, 8, 13, 29, 35, 38, 60, 62]"
nextgqa:2828927371:1,nextgqa,mdp3_8,"[1, 9, 28, 29, 32, 36, 39, 50]"
nextgqa:2828927371:1,nextgqa,plain_dpp_8,"[1, 28, 29, 30, 32, 36, 39, 52]"
nextgqa:2851079460:4,nextgqa,mdp3_8,"[0, 1, 6, 12, 25, 31, 53, 60]"
nextgqa:2851079460:4,nextgqa,plain_dpp_8,"[0, 1, 3, 6, 12, 49, 60, 63]"
nextgqa:2876084443:7,nextgqa,mdp3_8,"[0, 6, 12, 15, 22, 31, 35, 56]"
nextgqa:2876084443:7,nextgqa,plain_dpp_8,"[0, 6, 12, 15, 22, 31, 35, 44]"
nextgqa:2876825076:8,nextgqa,mdp3_8,"[0, 22, 31, 44, 47, 48, 50, 59]"
nextgqa:2876825076:8,nextgqa,plain_dpp_8,"[0, 13, 31, 44, 47, 48, 50, 58]"
nextgqa:2891522362:4,nextgqa,mdp3_8,"[0, 2, 27, 31, 43, 46, 58, 60]"
nextgqa:2891522362:4,nextgqa,plain_dpp_8,"[0, 2, 34, 43, 46, 49, 58, 60]"
nextgqa:2925748611:2,nextgqa,mdp3_8,"[0, 13, 31, 36, 44, 51, 52, 54]"
nextgqa:2925748611:2,nextgqa,plain_dpp_8,"[0, 13, 23, 31, 44, 49, 52, 56]"
nextgqa:2925748611:8,nextgqa,mdp3_8,"[0, 6, 18, 31, 36, 41, 52, 56]"
nextgqa:2925748611:8,nextgqa,plain_dpp_8,"[0, 14, 23, 34, 41, 51, 52, 56]"
nextgqa:2927365215:1,nextgqa,mdp3_8,"[1, 14, 30, 37, 47, 51, 60, 63]"
nextgqa:2927365215:1,nextgqa,plain_dpp_8,"[16, 20, 30, 37, 43, 51, 61, 63]"
nextgqa:2930921250:3,nextgqa,mdp3_8,"[0, 1, 3, 30, 46, 60, 62, 63]"
nextgqa:2930921250:3,nextgqa,plain_dpp_8,"[0, 1, 2, 30, 46, 60, 62, 63]"
nextgqa:2956081853:6,nextgqa,mdp3_8,"[0, 11, 24, 31, 47, 56, 62, 63]"
nextgqa:2956081853:6,nextgqa,plain_dpp_8,"[1, 14, 23, 31, 38, 56, 62, 63]"
nextgqa:2956081853:7,nextgqa,mdp3_8,"[0, 3, 18, 26, 31, 56, 61, 63]"
nextgqa:2956081853:7,nextgqa,plain_dpp_8,"[0, 3, 18, 26, 38, 56, 62, 63]"
nextgqa:2965378944:8,nextgqa,mdp3_8,"[3, 23, 31, 45, 48, 50, 60, 62]"
nextgqa:2965378944:8,nextgqa,plain_dpp_8,"[9, 18, 32, 45, 48, 50, 53, 57]"
nextgqa:2971706210:7,nextgqa,mdp3_8,"[0, 19, 30, 46, 48, 54, 56, 63]"
nextgqa:2971706210:7,nextgqa,plain_dpp_8,"[0, 22, 30, 42, 46, 48, 56, 62]"
nextgqa:2976591964:3,nextgqa,mdp3_8,"[4, 11, 33, 36, 40, 49, 57, 60]"
nextgqa:2976591964:3,nextgqa,plain_dpp_8,"[4, 11, 23, 33, 36, 39, 49, 55]"
nextgqa:2976591964:5,nextgqa,mdp3_8,"[7, 11, 15, 23, 33, 41, 49, 62]"
nextgqa:2976591964:5,nextgqa,plain_dpp_8,"[11, 23, 33, 34, 41, 49, 57, 62]"
nextgqa:2982867777:9,nextgqa,mdp3_8,"[0, 2, 9, 18, 19, 31, 58, 63]"
nextgqa:2982867777:9,nextgqa,plain_dpp_8,"[0, 2, 9, 11, 19, 35, 37, 63]"
nextgqa:2996876993:6,nextgqa,mdp3_8,"[0, 2, 3, 4, 6, 50, 60, 63]"
nextgqa:2996876993:6,nextgqa,plain_dpp_8,"[0, 2, 3, 4, 17, 56, 60, 63]"
nextgqa:3003152116:3,nextgqa,mdp3_8,"[15, 17, 33, 40, 53, 56, 57, 61]"
nextgqa:3003152116:3,nextgqa,plain_dpp_8,"[16, 40, 41, 43, 53, 56, 57, 61]"
nextgqa:3020343223:9,nextgqa,mdp3_8,"[15, 18, 23, 31, 41, 43, 57, 59]"
nextgqa:3020343223:9,nextgqa,plain_dpp_8,"[18, 23, 31, 41, 43, 50, 57, 59]"
nextgqa:3057454440:1,nextgqa,mdp3_8,"[4, 17, 19, 22, 31, 37, 48, 52]"
nextgqa:3057454440:1,nextgqa,plain_dpp_8,"[4, 12, 17, 19, 22, 32, 37, 48]"
nextgqa:3060640279:3,nextgqa,mdp3_8,"[3, 14, 20, 27, 38, 52, 56, 60]"
nextgqa:3060640279:3,nextgqa,plain_dpp_8,"[3, 14, 20, 27, 38, 56, 60, 63]"
nextgqa:3060640279:5,nextgqa,mdp3_8,"[4, 18, 26, 27, 38, 57, 60, 63]"
nextgqa:3060640279:5,nextgqa,plain_dpp_8,"[3, 14, 18, 27, 38, 55, 60, 63]"
nextgqa:3065858527:5,nextgqa,mdp3_8,"[0, 4, 7, 9, 27, 32, 60, 61]"
nextgqa:3065858527:5,nextgqa,plain_dpp_8,"[4, 6, 7, 9, 27, 35, 60, 63]"
nextgqa:3068792452:0,nextgqa,mdp3_8,"[9, 15, 17, 27, 28, 51, 58, 63]"
nextgqa:3068792452:0,nextgqa,plain_dpp_8,"[0, 9, 15, 17, 28, 55, 58, 63]"
nextgqa:3081360150:8,nextgqa,mdp3_8,"[5, 13, 27, 30, 43, 50, 55, 58]"
nextgqa:3081360150:8,nextgqa,plain_dpp_8,"[5, 13, 27, 30, 33, 50, 55, 58]"
nextgqa:3089060111:5,nextgqa,mdp3_8,"[3, 15, 21, 31, 33, 53, 62, 63]"
nextgqa:3089060111:5,nextgqa,plain_dpp_8,"[3, 14, 21, 34, 53, 56, 62, 63]"
nextgqa:3098102850:4,nextgqa,mdp3_8,"[0, 5, 16, 25, 40, 43, 50, 53]"
nextgqa:3098102850:4,nextgqa,plain_dpp_8,"[0, 2, 5, 25, 40, 43, 50, 53]"
nextgqa:3111307977:4,nextgqa,mdp3_8,"[0, 3, 8, 27, 31, 39, 49, 59]"
nextgqa:3111307977:4,nextgqa,plain_dpp_8,"[0, 3, 8, 31, 34, 39, 50, 59]"
nextgqa:3121452683:3,nextgqa,mdp3_8,"[13, 21, 30, 37, 49, 50, 59, 60]"
nextgqa:3121452683:3,nextgqa,plain_dpp_8,"[13, 21, 30, 37, 49, 50, 59, 60]"
nextgqa:3141532836:4,nextgqa,mdp3_8,"[0, 9, 29, 40, 42, 48, 62, 63]"
nextgqa:3141532836:4,nextgqa,plain_dpp_8,"[1, 29, 39, 40, 42, 48, 62, 63]"
nextgqa:3167311763:7,nextgqa,mdp3_8,"[2, 17, 27, 31, 32, 41, 43, 44]"
nextgqa:3167311763:7,nextgqa,plain_dpp_8,"[2, 3, 27, 32, 34, 43, 44, 58]"
nextgqa:3172491020:7,nextgqa,mdp3_8,"[1, 3, 13, 14, 32, 34, 46, 47]"
nextgqa:3172491020:7,nextgqa,plain_dpp_8,"[1, 2, 3, 13, 14, 23, 46, 47]"
nextgqa:3180339331:3,nextgqa,mdp3_8,"[15, 18, 30, 39, 40, 53, 58, 63]"
nextgqa:3180339331:3,nextgqa,plain_dpp_8,"[15, 18, 39, 40, 42, 53, 58, 61]"
nextgqa:3183346596:4,nextgqa,mdp3_8,"[4, 12, 26, 28, 32, 34, 36, 57]"
nextgqa:3183346596:4,nextgqa,plain_dpp_8,"[0, 4, 5, 12, 25, 32, 36, 57]"
nextgqa:3201948915:2,nextgqa,mdp3_8,"[2, 8, 10, 12, 14, 17, 31, 40]"
nextgqa:3201948915:2,nextgqa,plain_dpp_8,"[6, 8, 10, 12, 14, 17, 31, 58]"
nextgqa:3201948915:4,nextgqa,mdp3_8,"[0, 8, 10, 12, 17, 23, 26, 50]"
nextgqa:3201948915:4,nextgqa,plain_dpp_8,"[6, 8, 10, 12, 17, 26, 43, 58]"
nextgqa:3204890216:5,nextgqa,mdp3_8,"[4, 28, 42, 43, 45, 47, 49, 51]"
nextgqa:3204890216:5,nextgqa,plain_dpp_8,"[4, 27, 42, 43, 45, 47, 49, 51]"
